Radius,Thickness Factor,Full,Height
0,1.138,0.333,1
10,1.101
20,1.096
30,1.055
40,1.05
50,1.065
60,1.091
70,1.081
80,1.055
90,1.091
100,0.972
110,0.982
120,0.956
130,0.93
140,0.847
150,0.774
160,0.717
